"","BROOD_YEAR","RELEASE_YEAR","STOCK_NAME","FACILITY_NAME","RELEASE_STAGE_NAME","RELEASE_SITE_NAME","REL_CU_NAME","REL_CU_INDEX","TotalRelease","SPECIES_NAME","STOCK_PROD_AREA_CODE","MRP_TAGCODE","STOCK_CU_NAME","STOCK_CU_INDEX","stocksite"
"103",2012,2013,"Bulkley R Up","Toboggan Creek H","Smolt 0+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",6000,"Chinook","SKNA","182097","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"104",2012,2013,"Bulkley R Up","Toboggan Creek H","Smolt 0+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",1192,"Chinook","SKNA","182098","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"105",2012,2013,"Bulkley R Up","Toboggan Creek H","Smolt 0+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",10205,"Chinook","SKNA","186024","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"106",2012,2014,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",3280,"Chinook","SKNA","NOCN1295","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"107",2014,2015,"Bulkley R Up","Toboggan Creek H","Smolt 0+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",15304,"Chinook","SKNA","184089","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"108",2015,2017,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",6053,"Chinook","SKNA","182168","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"109",2015,2017,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",19960,"Chinook","SKNA","183886","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"110",2015,2017,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",11447,"Chinook","SKNA","184275","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"111",2016,2018,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",13300,"Chinook","SKNA","184088","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"112",2017,2019,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",19500,"Chinook","SKNA","184191","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"113",2018,2020,"Bulkley R Up","Toboggan Creek H","Smolt 1+","Bulkley R Up","UPPER BULKLEY RIVER","CK-55",8194,"Chinook","SKNA","184095","UPPER BULKLEY RIVER","CK-55","Bulkley R Up:Bulkley R Up"
"114",1970,1971,"Campbell R","Big Qualicum River H","Smolt 0+","Campbell R","EAST VANCOUVER ISLAND-NORTH_FA_0.x","CK-29",50340,"Chinook","JNST","BLORXY","EAST VANCOUVER ISLAND-NORTH_FA_0.x","CK-29","Campbell R:Campbell R"
"115",1971,1972,"Campbell R","Big Qualicum River H","Smolt 0+","Campbell R","EAST VANCOUVER ISLAND-NORTH_FA_0.x","CK-29",103076,"Chinook","JNST","BLBRGN","EAST VANCOUVER ISLAND-NORTH_FA_0.x","CK-29","Campbell R:Campbell R"
"116",1989,1990,"Cheak+Squam+Ashlu","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",49790,"Chinook","GSMN","20445","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheak+Squam+Ashlu"
"117",1989,1990,"Cheak+Squam+Ashlu","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",50067,"Chinook","GSMN","20446","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheak+Squam+Ashlu"
"118",1989,1990,"Cheak+Squam+Ashlu","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",52407,"Chinook","GSMN","20447","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheak+Squam+Ashlu"
"119",1989,1990,"Cheak+Squam+Ashlu","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",52199,"Chinook","GSMN","20448","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheak+Squam+Ashlu"
"120",1990,1991,"Cheak+Squam+Mam","Tenderfoot Creek H","Smolt 0+","Mamquam R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",138682,"Chinook","GSMN","21534","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Mamquam R:Cheak+Squam+Mam"
"121",2005,2006,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",7378,"Chinook","GSMN","NOCN0516","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"122",2007,2008,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",3252,"Chinook","GSMN","186108","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"123",2007,2008,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",27587,"Chinook","GSMN","186218","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"124",2008,2009,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",17280,"Chinook","GSMN","NOCN0825","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"125",2008,2009,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",200,"Chinook","GSMN","NOCN0826","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"126",2009,2010,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",18484,"Chinook","GSMN","NOCN0946","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"127",2011,2012,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",13481,"Chinook","GSMN","NOCN1139","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"128",1986,1987,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",226070,"Chinook","GSMN","24307","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"129",1987,1988,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",109694,"Chinook","GSMN","25348","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"130",1987,1988,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",110272,"Chinook","GSMN","25349","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"131",1987,1988,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",198015,"Chinook","GSMN","25346","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"132",1987,1988,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",104621,"Chinook","GSMN","25509","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"133",1987,1988,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",104227,"Chinook","GSMN","25510","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"134",1988,1989,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",366579,"Chinook","GSMN","26031","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"135",1989,1990,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",73443,"Chinook","GSMN","20449","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"136",1989,1990,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",62284,"Chinook","GSMN","20450","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"137",1989,1990,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",66787,"Chinook","GSMN","20451","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"138",1989,1990,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",66959,"Chinook","GSMN","20452","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"139",1990,1991,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",51589,"Chinook","GSMN","21424","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"140",1990,1991,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",46347,"Chinook","GSMN","21425","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"141",1990,1991,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",46276,"Chinook","GSMN","21426","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"142",1990,1991,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",50514,"Chinook","GSMN","21427","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"143",1990,1991,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Tenderfoot Lk","","",52551,"Chinook","GSMN","21129","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"144",1990,1991,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Tenderfoot Lk","","",50939,"Chinook","GSMN","21130","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"145",1990,1991,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",52123,"Chinook","GSMN","21131","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"146",1990,1991,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",52231,"Chinook","GSMN","21132","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"147",1990,1991,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",102527,"Chinook","GSMN","21540","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"148",1991,1992,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",154499,"Chinook","GSMN","180347","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"149",1992,1993,"Cheakamus R","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",190372,"Chinook","GSMN","180402","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus R"
"150",2006,2007,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",25114,"Chinook","GSMN","185243","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"151",2006,2007,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",25151,"Chinook","GSMN","185244","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"152",2006,2007,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",25173,"Chinook","GSMN","185245","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"153",2006,2007,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",23509,"Chinook","GSMN","185246","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"154",2007,2008,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",10145,"Chinook","GSMN","182212","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"155",2007,2008,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",26645,"Chinook","GSMN","186217","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"156",2011,2012,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Tenderfoot Lk","","",56693,"Chinook","GSMN","NOCN1138","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Tenderfoot Lk:Cheakamus R"
"157",2012,2013,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",25078,"Chinook","GSMN","NOCN1263","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"158",2013,2014,"Cheakamus R","Tenderfoot Creek H","Smolt 0+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",13713,"Chinook","GSMN","NOCN1374","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"159",2014,2015,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",40100,"Chinook","GSMN","181786","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"160",2014,2015,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",38994,"Chinook","GSMN","181787","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"161",2014,2015,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",53867,"Chinook","GSMN","NOCN1483","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"162",2014,2015,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",2680,"Chinook","GSMN","NOCN1484","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"163",2014,2016,"Cheakamus R","Tenderfoot Creek H","Smolt 1+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",40753,"Chinook","GSMN","181788","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"164",2015,2016,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",36714,"Chinook","GSMN","183592","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"165",2015,2016,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",41090,"Chinook","GSMN","183593","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"166",2015,2016,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",35520,"Chinook","GSMN","NOCN1523","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"167",2015,2017,"Cheakamus R","Tenderfoot Creek H","Smolt 1+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",38961,"Chinook","GSMN","183591","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"168",2016,2017,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",22468,"Chinook","GSMN","181784","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"169",2016,2017,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",25128,"Chinook","GSMN","184567","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"170",2016,2017,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",3090,"Chinook","GSMN","AD1620","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"171",2016,2017,"Cheakamus R","Tenderfoot Creek H","Unfed","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",5217,"Chinook","GSMN","NOCN1633","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"172",2016,2018,"Cheakamus R","Tenderfoot Creek H","Smolt 1+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",52163,"Chinook","GSMN","184576","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"173",2017,2018,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",31942,"Chinook","GSMN","184568","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"174",2017,2018,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",31118,"Chinook","GSMN","184570","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"175",2017,2018,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",4007,"Chinook","GSMN","NOCN1725","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"176",2017,2019,"Cheakamus R","Tenderfoot Creek H","Smolt 1+","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",45230,"Chinook","GSMN","184569","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"177",2018,2019,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",45778,"Chinook","GSMN","185866","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"178",2018,2019,"Cheakamus R","Tenderfoot Creek H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",39597,"Chinook","GSMN","185867","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"179",2018,2019,"Cheakamus R","Tenderfoot Creek H","Unfed","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",17340,"Chinook","GSMN","NOCN1858","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"180",1990,1991,"Cheakamus R","Cheakamus River H","Fed Fry","Cheakamus R","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",5121,"Chinook","GSMN","NOCN9035","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Cheakamus R:Cheakamus R"
"181",1988,1989,"Cheakamus+Squam","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",98687,"Chinook","GSMN","25733","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus+Squam"
"182",1988,1989,"Cheakamus+Squam","Porteau Cove Seapen","Seapen 0+","Porteau Cv","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20",98928,"Chinook","GSMN","25734","SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","CK-20","Porteau Cv:Cheakamus+Squam"
"183",2004,2005,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",22164,"Chinook","GSVI","NOCN0482","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"184",2005,2006,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",17514,"Chinook","GSVI","184421","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"185",2005,2006,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",29608,"Chinook","GSVI","185209","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"186",2005,2006,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",28339,"Chinook","GSVI","185210","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"187",2006,2007,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",39227,"Chinook","GSVI","185059","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"188",2006,2007,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",39288,"Chinook","GSVI","185261","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"189",2006,2007,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",39673,"Chinook","GSVI","185601","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"190",2006,2007,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",42882,"Chinook","GSVI","185718","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"191",2007,2008,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",22818,"Chinook","GSVI","NOCN0774","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"192",2008,2009,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",47000,"Chinook","GSVI","NOCN0864","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"193",2009,2010,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",7083,"Chinook","GSVI","185902","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"194",2009,2010,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",26087,"Chinook","GSVI","186046","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
"195",2009,2010,"Chemainus R","Nanaimo River H","Smolt 0+","Chemainus R","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25",28992,"Chinook","GSVI","186047","EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x","CK-25","Chemainus R:Chemainus R"
