Regional Area,Program Code,Project,Project Contact,Species,Run,Stock,Stock CU Index,Stock CU Name,Stock Stat Area,Objective,Production Strategy Level,Egg Target,Production Activity Type,Release/ Transfer Stage,Release Site/ Transfer Project,Release/Transfer Facility,Release Stat Area,Release/ Transfer Target,Mark Type,Clip Type,Target # to Mark,Target Status,Licence NOT Held By SEP,Comment,Data Status (SPA Internal)
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Chinook,Summer,Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,29K,Assessment,Primary,0,Release,Smolt 0+,Shuswap R Low,"Shuswap River, Middle, H",29K,550000,Coded Wire Tag,AD,550000,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Chinook,Summer,Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,29K,Assessment,Primary,0,Release,Smolt 0+,Shuswap R Low,"Shuswap River, Middle, H",29K,0,Parentage-based Tagging,N/A,550000,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Chinook,Summer,Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,29K,Assessment,Primary,630000,Release,Eyed Egg,Shuswap R Middle,"Shuswap River, Middle, H",29K,5000,Parentage-based Tagging,N/A,5000,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Chinook,Summer,Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,29K,Assessment,Primary,0,Release,Smolt 0+,Shuswap R Middle,"Shuswap River, Middle, H",29K,150000,Coded Wire Tag,AD,150000,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Chinook,Summer,Shuswap R Middle,CK-15,SHUSWAP RIVER_SU_0.3,29K,Assessment,Primary,175000,Release,Smolt 0+,Shuswap R Middle,"Shuswap River, Middle, H",29K,0,Parentage-based Tagging,N/A,150000,,,,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I,Conservation,Primary,200000,Release,Fed Fry,Stuart R,"Shuswap River, Middle, H",29I,175000,,,,,,"2021-this is a pilot feasibility project in partnership with the UFFCA.  Will target 200K eggs over 2-4 streams.  The main candidates are Forfar, Narrows, O'Ne-Ell and Gluske creeks.  Gametes will be keep separate and juveniles will be released back into their natal streams.",Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Summer,Bowron R,,,29I,Conservation,Primary,200000,Release,Fed Fry,Bowron R,"Shuswap River, Middle, H",29I,175000,Parentage-based Tagging,N/A,175000,,,2021-this is a proposed feasibility pilot project in co-operation with UFFCA. Logistics and funding continue to be discussed.,Preliminary
BC Interior,OPS,Shuswap R,WEM - Shuswap River Hatchery,Sockeye,Summer,Taseko Lk,,,29G,Conservation,Primary,50000,Release,Fed Fry,Taseko Lk,"Shuswap River, Middle, H",29G,45000,Parentage-based Tagging,N/A,45000,,,"PW 2021 - This is a proposed feasibility pilot project in co-operation with the BB natal team.  Small number (50K egg take).  Logistics and funding are being investigated.  Current plan is to release juveniles as fed fry, however, in-season changes may occur.",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Bonaparte R,CK-17,LOWER THOMPSON_SP_1.2,29F,Conservation,Primary,0,Release,Fed Fry,Bonaparte R,Spius Creek H,29F,0,,,,,,"2021: removed from production plan because the fishway was repaired, allowing for suitable habitat access.",Planning
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Chilcotin R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G,Assessment,Primary,50000,Release,Fed Fry,Chilcotin R,Spius Creek H,29G,40000,,,,,,2021: Added to production plan as a place holder for pilot indicator program. Currently no rearing space available.  Discussions ongoing.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Chilcotin R,CK-10,MIDDLE FRASER RIVER_SP_1.3,29G,Assessment,Primary,0,Release,Fed Fry,Chilcotin R,Spius Creek H,29G,40000,,,,,,2021: Added to production plan as a place holder for pilot indicator program. Currently no rearing space available.  Discussions ongoing.,Preliminary
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Summer,First Lk/GSVI,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,17,Rebuilding,Primary,250000,Release,Smolt 0+,First Lk/GSVI,Nanaimo River H,17,225000,Parentage-based Tagging,N/A,225000,,,,Planning
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Summer,First Lk/GSVI,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,17,Rebuilding,Primary,0,Release,Smolt 0+,First Lk/GSVI,Nanaimo River H,17,0,Thermal,N/A,225000,,,,Planning
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Chemainus R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17,Rebuilding,Primary,75000,Release,Fed Fry,Chemainus R,Nanaimo River H,17,67500,Parentage-based Tagging,N/A,67500,,,Fry will be released to upper river to encourage a more natural life history.,Planning
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17,Rebuilding,Primary,450000,Release,Unfed,Nanaimo R,Nanaimo River H,17,10000,Thermal,N/A,10000,,,,Planning
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Nicola R,CK-17,LOWER THOMPSON_SP_1.2,29F,Assessment,Primary,0,Release,Smolt 1+,Nicola R,Spius Creek H,29F,200000,Coded Wire Tag,AD,200000,,,"Production is set to increase to 300k, but is contingent on available rearing space as it relates to Big Bar considerations.",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Nicola R,CK-17,LOWER THOMPSON_SP_1.2,29F,Assessment,Primary,0,Release,Smolt 1+,Nicola R,Spius Creek H,29F,0,Parentage-based Tagging,N/A,200000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Spring,Nicola R,CK-17,LOWER THOMPSON_SP_1.2,29F,Assessment,Primary,260000,Release,Fed Fry,Spahomin Cr,Spius Creek H,29F,50000,Parentage-based Tagging,N/A,50000,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17,Rebuilding,Primary,0,Release,Smolt 0+,Nanaimo R,Nanaimo River H,17,415000,Parentage-based Tagging,N/A,415000,,,,Planning
BC South Coast,CDP,Nanaimo R,"CA - Central W Coast of Van Is, east to Nanaimo, south to Chemainus",Chinook,Fall,Nanaimo R,CK-25,EAST VANCOUVER ISLAND-NANAIMO & CHEMAINUS_FA_0.x,17,Rebuilding,Primary,0,Release,Smolt 0+,Nanaimo R,Nanaimo River H,17,0,Thermal,N/A,415000,,,,Planning
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Woss R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12,Rebuilding,Primary,350000,Release,Smolt 0+,Nimpkish R Low,Gwa'ni H,12,162500,Thermal,N/A,162500,,,,Planning
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary,155000,Transfer Out,Egg,Car-Chilc (Williams) Sch,Williams Lk Schools,,300,,,,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary,0,Transfer Out,Fry,Chehalis R,Chehalis River H,,50000,,,,,,"Until Snootli hatchery rebuild can accommodate Chilko rearing, Chilko smolts will be reared at Chehalis and Inch Hatcheries (~50K targeted at each).",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary,0,Transfer Out,Fry,Inch Cr,Inch Creek H,,50000,,,,,,"Until Snootli hatchery rebuild can accommodate Chilko rearing, Chilko smolts will be reared at Chehalis and Inch Hatcheries (~50K target at each).",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,Assessment,Primary,0,Release,Fed Fry,Chilko R,Spius Creek H,29G,50000,Coded Wire Tag,AD,50000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,Assessment,Primary,0,Release,Fed Fry,Chilko R,Spius Creek H,29G,0,Parentage-based Tagging,N/A,50000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Chinook,Summer,Nahatlatch R,CK-8,MIDDLE FRASER-FRASER CANYON_SP_1.3,29F,Conservation,Primary,60000,Release,Fed Fry,Nahatlatch R,Spius Creek H,29F,50000,Parentage-based Tagging,N/A,50000,,,Nahatlatch was identified as a stock of concern in 2019 for which enhancement can serve as genetic preservation and possible stock rebuilding tool until limiting factors are identified and addessed through strategic rebuilding plans. Field operation funding still needs to be identified.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F,,Primary,225000,Transfer Out,Fry,Chilliwack R,Chilliwack River H,,135000,,,,,,"In addition to existing target at Spius facility (65K smolts), an additional 120K smolt release by Chilliwack Hatchery is planned. This additional production and tagging of Coldwater Coho began in 2016 to meet fishery recovery precision requirements for Pacific Salmon Treaty implementation.",Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F,Assessment,Primary,0,Release,Fed Fry,Coldwater R,Spius Creek H,29F,25000,Parentage-based Tagging,N/A,25000,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F,Assessment,Primary,0,Release,Smolt 1+,Coldwater R,Spius Creek H,29F,65000,Coded Wire Tag,AD,65000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Coldwater R,CO-7,LOWER THOMPSON,29F,Assessment,Primary,0,Release,Smolt 1+,Coldwater R,Spius Creek H,29F,0,Parentage-based Tagging,N/A,65000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Eagle R,CO-8,SOUTH THOMPSON,29K,Assessment,Primary,90000,Release,Fed Fry,Eagle R,Spius Creek H,29K,20000,Parentage-based Tagging,N/A,20000,,,This fry production line is not considered part of the primary release target and only represents the release fry in excess of smolt targets due higher than expected egg to fry survival or excess fry after disease screening.,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Eagle R,CO-8,SOUTH THOMPSON,29K,Assessment,Primary,0,Release,Smolt 1+,Eagle R,Spius Creek H,29K,65000,Coded Wire Tag,AD,65000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Eagle R,CO-8,SOUTH THOMPSON,29K,Assessment,Primary,0,Release,Smolt 1+,Eagle R,Spius Creek H,29K,0,Parentage-based Tagging,N/A,65000,,,,Preliminary
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K,Conservation,Primary,35000,Release,Fed Fry,Salmon R/TOMF,Spius Creek H,29K,5000,Parentage-based Tagging,N/A,5000,,,Fry are a contingency release to allow for release of healthy fry after BKD screening.,Planning
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K,Conservation,Primary,0,Release,Smolt 1+,Salmon R/TOMF,Spius Creek H,29K,25000,Coded Wire Tag,AD,25000,,,,Planning
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Salmon R/TOMF,CO-8,SOUTH THOMPSON,29K,Conservation,Primary,0,Release,Smolt 1+,Salmon R/TOMF,Spius Creek H,29K,0,Parentage-based Tagging,N/A,25000,,,,Planning
BC Interior,OPS,Spius Cr,WEM - Spius Creek Hatchery,Coho,Fall,Spius Cr,CO-7,LOWER THOMPSON,29F,,Primary,600,Transfer Out,Egg,Nicola-Similkameen Sch,Merritt Schools,,600,,,,,,For transfer out to Stream to Sea program.,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Spring,Bowron R,CK-12,UPPER FRASER RIVER_SP_1.3,29I,Conservation,Primary,30000,Release,Fed Fry,Bowron R,Salmon River/ UPFR H,29I,28000,Parentage-based Tagging,N/A,28000,,,2021: Egg target increase from 20K to 30K. Big Bar Slide mitigation.,Preliminary
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Spring,Kenneth Cr,,,29I,Conservation,Alternate,20000,Release,Fed Fry,Kenneth R,Salmon River/ UPFR H,12,18000,Parentage-based Tagging,N/A,18000,,,This in an alternate to Swift Creek.  Big Bar Slide mitigation.  Conservation enhancement of Upper Fraser Spring 5-2's.,Final
BC Interior,PIP,Spruce C Wldlf Ass,"CA - Central Interior, N of 100 Mile & northeastern BC",Chinook,Spring,Swift Cr,,,29J,Conservation,Primary,20000,Release,Fed Fry,Swift Cr,Salmon River/ UPFR H,29J,18000,Parentage-based Tagging,N/A,20000,,,,Preliminary
BC South Coast,CDP,Gwa'ni,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Woss R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,12,Rebuilding,Primary,0,Release,Smolt 0+,Woss Lk,Gwa'ni H,12,162500,Thermal,N/A,162500,,,,Planning
BC Interior,PIP,Takla Nation Portable,,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I,,Primary,0,Transfer In,Egg,Inch Sockeye Satellite,Inch Creek H,,100000,,,,,,2021: new pilot hatchery in a box. Target based on maximum capacity. Actual transfer in # and whether transfer will even occur is dependant upon whether there will be surplus gametes at Inch Sk Satellite from broodstock collection at Big Bar.,Planning
BC Interior,PIP,Takla Nation Portable,,Sockeye,Spring,Stuart R,SEL-06-14,TAKLA/TREMBLEUR-EARLY STUART TIMING,29I,Conservation,Primary,0,Release,Fed Fry,Stuart R,Takla Nation Portable,29I,90000,Parentage-based Tagging,N/A,90000,,,,Planning
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary,0,Transfer Out,Fry,Pr George (Mackenzie) Sch,Pr George (Mackenzie) Sch,,45,,,,,,,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,29G,,Primary,0,Transfer Out,Egg,Quesnel R Research Centre,Quesnel River H,,50,,,,,,,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary,0,Transfer In,Egg,Deadman R,Deadman River H,,30000,,,,,,"Brood captured at Deadman River, then transported to Dunn Creek for rearing.  Then transported back to Deadman Facility for acclimatization before release.",Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary,0,Transfer Out,Fry,Deadman R,Deadman River H,,10000,,,,,,,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Deadman R,CO-7,LOWER THOMPSON,29F,,Primary,0,Transfer Out,Smolt,Deadman R,Deadman River H,,20000,,,,,,Deadman smolts reared at Dunn Creek Hatchery returning to Deadman for imprinting ponds for 2 weeks before being released.,Preliminary
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J,,Primary,35000,Transfer Out,Egg,Kamloops Sch,Kamloops School,,4800,,,,,,,Planning
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J,,Primary,0,Transfer Out,Egg,Pr George (Mackenzie) Sch,Pr George (Mackenzie) Sch,,80,,,,,,Alternate broodstock source to chinook in response to big bar slide impacts on Quesnel chinook availability.,Planning
BC Interior,CDP,Thompson R N,"CA - Central Interior, Boston Bar to 100 Mile",Coho,Fall,Dunn Cr,CO-9,NORTH THOMPSON,29J,Stewardship,Primary,0,Release,Smolt 1+,Dunn Cr,Dunn Creek H,29J,30000,,,,,,,Planning
BC Interior,PIP,Vernon Sch,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,29K,,Primary,0,Transfer In,Egg,Kingfisher Cr/TOMF,Kingfisher Creek/ TOMF H,,1000,,,,,,,Preliminary
BC Interior,PIP,Vernon Sch,"CA - Central Interior, Boston Bar to 100 Mile",Chinook,Summer,Shuswap R Low,CK-15,SHUSWAP RIVER_SU_0.3,29K,Education,Primary,0,Release,Fed Fry,Shuswap R Low,Vernon Schools,29K,950,,,,,,,Preliminary
BC North Coast,PIP,A Rocha,CA - Smithers & Northwestern BC,Coho,Summer,Bulkley R Up,CO-33,MIDDLE SKEENA,04,Stewardship,Primary,10000,Release,Fed Fry,Bulkley R Up,A Rocha H,04,9000,,,,,,,Preliminary
BC North Coast,PIP,A Rocha,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,Stewardship/Education,Alternate,6000,Release,Unfed,Toboggan Cr,A Rocha H,04,5000,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Blaine Cr,CO-25,HG-GRAHAM ISLAND LOWLANDS,02E,Stewardship,Primary,25000,Release,Fed Fry,Blaine Cr,Aliford Bay H,02E,22500,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Copper Cr,CO-23,HG-EAST,02E,Stewardship,Primary,25000,Release,Fed Fry,Copper Cr,Aliford Bay H,02E,22500,,,,,,"The release site may be Baxter creek, which is a tributary to Copper Creek.",Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Haans Cr,CO-25,HG-GRAHAM ISLAND LOWLANDS,02E,,Primary,25000,Transfer Out,Egg,Haida Gwaii Sch,Haida Gwaii Schools,,200,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Haans Cr,CO-25,HG-GRAHAM ISLAND LOWLANDS,02E,Stewardship,Primary,0,Release,Fed Fry,Haans Cr,Aliford Bay H,02E,22500,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Sachs Cr,CO-23,HG-EAST,02E,Stewardship,Primary,35000,Release,Fed Fry,L Sachs Cr,Aliford Bay H,02E,9000,,,,,,,Preliminary
BC North Coast,PIP,Alliford Bay,CA - Haida Gwaii,Coho,Fall,Sachs Cr,CO-23,HG-EAST,02E,Stewardship,Primary,0,Release,Fed Fry,Sachs Cr,Aliford Bay H,02E,22500,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Chinook,Summer,Babine R,CK-53,MIDDLE SKEENA-LARGE LAKES,04,Education,Primary,150,Release,Fed Fry,Babine R,Bulkley Valley Schools,04,100,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Fall,Fulton R,CO-33,MIDDLE SKEENA,04,Education,Primary,800,Release,Fed Fry,Fulton R,Bulkley Valley Schools,04,600,,,,,,CA collects pair of adults from Fulton R as egg source.,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,,Primary,0,Transfer In,Egg,Toboggan Cr,Toboggan Creek H,,1300,,,,,,,Preliminary
BC North Coast,PIP,Bulkley Val Sch,CA - Smithers & Northwestern BC,Coho,Summer,Toboggan Cr,CO-33,MIDDLE SKEENA,04,Education,Primary,0,Release,Fed Fry,Kathlyn Cr,Bulkley Valley Schools,04,1100,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Chinook,Fall,Wannock R,CK-38,WANNOCK,09,Education,Primary,25,Release,Fed Fry,Wannock R,Central Coast Schools,09,25,,,,,,This production depends on the school population.  Eggs transferred from Percy Walkus Enhancement Facility in Owikeno as green eggs.,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,07,,Primary,0,Transfer In,Egg,Kitasoo Cr,Kitasoo Creek H,,100,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Kitasoo Cr,CO-27,HECATE STRAIT MAINLAND,07,Education,Primary,0,Release,Fed Fry,Kitasoo Cr,Central Coast Schools,07,50,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,McLoughlin Bay Cr,CO-27,HECATE STRAIT MAINLAND,07,,Primary,0,Transfer In,Egg,Heiltsuk,McLaughlin Creek H,,100,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,McLoughlin Bay Cr,CO-27,HECATE STRAIT MAINLAND,07,Education,Primary,0,Release,Fed Fry,McLoughlin Bay Cr,Central Coast Schools,07,50,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Saloompt R,CO-22,BELLA COOLA-DEAN RIVERS,08,,Alternate,0,Transfer In,Egg,Snootli Cr,Snootli Creek H,,4000,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Saloompt R,CO-22,BELLA COOLA-DEAN RIVERS,08,Education,Alternate,0,Release,Fed Fry,Saloompt R,Central Coast Schools,08,3200,,,,,,2021: Release site changed from Snootli Cr to Saloompt R.,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,08,,Primary,0,Transfer In,Egg,Snootli Cr,Snootli Creek H,,4000,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Snootli Cr,CO-22,BELLA COOLA-DEAN RIVERS,08,Education,Primary,0,Release,Fed Fry,Snootli Cr,Central Coast Schools,08,3200,,,,,,,Preliminary
BC North Coast,PIP,Central Coast Sch,"CA - Central Coast, Cape Caution to Caamano Sound, east to Tatla Lake",Coho,Fall,Thorsen Cr/CCST,CO-22,BELLA COOLA-DEAN RIVERS,08,,Alternate,0,Transfer In,Egg,Snootli Cr,Snootli Creek H,,4000,,,,,,,Preliminary
